episode,problem_id,subproblem_id,series,block_count,job_count,best_source,objective_scope,loss,score_json,phase2_feedback_score_json,learning_score_json,candidate_count
27,EP00027,NP_NC,NP|NC,35,183,wo_first_balanced,series_only,3.5337252616882324,"[1.583333333, 361.450622626, 9.75]",[],"[1.583333333, 361.450622626, 9.75]",67
27,EP00027,FN_FL,FN|FL,56,361,agent_sample_9,series_only,3.4771392345428467,"[1.5, 121.734179839, 14.5]",[],"[1.5, 121.734179839, 14.5]",67
28,EP00028,NP_NC,NP|NC,16,75,wo_first_balanced,series_only,2.8115906715393066,"[0.75, 138.694025309, 3.416666667]",[],"[0.75, 138.694025309, 3.416666667]",67
28,EP00028,FN_FL,FN|FL,43,277,agent_sample_5,series_only,3.2337450981140137,"[0.5, 66.800447835, 16.0]",[],"[0.5, 66.800447835, 16.0]",67
29,EP00029,NP_NC,NP|NC,16,64,wo_first_balanced,series_only,2.6395955085754395,"[1.0, 163.905496555, 4.833333333]",[],"[1.0, 163.905496555, 4.833333333]",67
29,EP00029,FN_FL,FN|FL,23,158,bevel_first_balanced,series_only,2.897547483444214,"[1.0, 53.709701334, 0.5]",[],"[1.0, 53.709701334, 0.5]",67
30,EP00030,NP_NC,NP|NC,13,73,wo_first_balanced,series_only,2.4310481548309326,"[1.0, 239.791199337, 7.75]",[],"[1.0, 239.791199337, 7.75]",67
30,EP00030,FN_FL,FN|FL,18,97,bevel_first_balanced,series_only,2.8267242908477783,"[0.5, 28.586428875, 3.0]",[],"[0.5, 28.586428875, 3.0]",67
31,EP00031,NP_NC,NP|NC,7,22,wo_first_balanced,series_only,1.782883882522583,"[0.0, 14.723514823, 4.5]",[],"[0.0, 14.723514823, 4.5]",67
31,EP00031,FN_FL,FN|FL,10,45,agent_sample_46,series_only,1.6604740619659424,"[0.5, 32.911016113, 4.0]",[],"[0.5, 32.911016113, 4.0]",67
32,EP00032,NP_NC,NP|NC,42,161,bevel_first_balanced,series_only,3.7618627548217773,"[0.333333333, 175.23158162, 11.25]",[],"[0.333333333, 175.23158162, 11.25]",67
32,EP00032,FN_FL,FN|FL,51,315,cut_first_balanced,series_only,3.291811943054199,"[0.5, 183.835819757, 5.5]",[],"[0.5, 183.835819757, 5.5]",67
33,EP00033,NP_NC,NP|NC,22,114,cut_first_balanced,series_only,3.0119965076446533,"[0.333333333, 178.33050931, 10.0]",[],"[0.333333333, 178.33050931, 10.0]",67
33,EP00033,FN_FL,FN|FL,32,172,agent_sample_22,series_only,2.9344472885131836,"[1.0, 85.857333405, 3.0]",[],"[1.0, 85.857333405, 3.0]",67
34,EP00034,NP_NC,NP|NC,41,159,bevel_first_balanced,series_only,3.7184417247772217,"[0.166666667, 138.1951202, 0.5]",[],"[0.166666667, 138.1951202, 0.5]",67
34,EP00034,FN_FL,FN|FL,56,350,wo_first_balanced,series_only,3.339385747909546,"[0.0, 379.227453683, 9.5]",[],"[0.0, 379.227453683, 9.5]",67
35,EP00035,NP_NC,NP|NC,10,43,cut_first_balanced,series_only,2.0901403427124023,"[0.666666667, 64.739560127, 5.333333333]",[],"[0.666666667, 64.739560127, 5.333333333]",67
35,EP00035,FN_FL,FN|FL,16,94,agent_sample_48,series_only,2.058556079864502,"[1.0, 69.720879977, 5.0]",[],"[1.0, 69.720879977, 5.0]",67
36,EP00036,NP_NC,NP|NC,12,42,agent_sample_45,series_only,2.257350444793701,"[1.0, 73.641099378, 5.416666667]",[],"[1.0, 73.641099378, 5.416666667]",67
36,EP00036,FN_FL,FN|FL,18,89,agent_sample_50,series_only,2.2839653491973877,"[0.5, 53.037823533, 2.5]",[],"[0.5, 53.037823533, 2.5]",67
37,EP00037,NP_NC,NP|NC,41,172,agent_sample_8,series_only,3.6255745887756348,"[0.75, 131.850113031, 8.416666667]",[],"[0.75, 131.850113031, 8.416666667]",67
37,EP00037,FN_FL,FN|FL,41,282,wo_first_balanced,series_only,3.127596139907837,"[0.0, 135.484760486, 7.5]",[],"[0.0, 135.484760486, 7.5]",67
38,EP00038,NP_NC,NP|NC,34,128,wo_first_balanced,series_only,3.4915456771850586,"[0.25, 271.734255251, 7.083333333]",[],"[0.25, 271.734255251, 7.083333333]",67
38,EP00038,FN_FL,FN|FL,63,373,wo_first_balanced,series_only,3.41400146484375,"[0.5, 185.375727649, 6.0]",[],"[0.5, 185.375727649, 6.0]",67
39,EP00039,NP_NC,NP|NC,38,159,wo_first_balanced,series_only,3.4685816764831543,"[0.166666667, 149.413099031, 7.083333333]",[],"[0.166666667, 149.413099031, 7.083333333]",67
39,EP00039,FN_FL,FN|FL,44,238,wo_first_balanced,series_only,3.013113021850586,"[1.0, 41.889729856, 7.5]",[],"[1.0, 41.889729856, 7.5]",67
40,EP00040,NP_NC,NP|NC,42,216,bevel_first_balanced,series_only,3.678919792175293,"[0.333333333, 200.163964738, 14.25]",[],"[0.333333333, 200.163964738, 14.25]",67
40,EP00040,FN_FL,FN|FL,49,259,cut_first_balanced,series_only,3.2403676509857178,"[0.5, 155.00310571, 5.0]",[],"[0.5, 155.00310571, 5.0]",67
41,EP00041,NP_NC,NP|NC,39,136,bevel_first_balanced,series_only,3.8683183193206787,"[0.75, 231.406963011, 7.75]",[],"[0.75, 231.406963011, 7.75]",67
41,EP00041,FN_FL,FN|FL,55,323,cut_first_balanced,series_only,3.3024487495422363,"[0.5, 101.046843137, 4.5]",[],"[0.5, 101.046843137, 4.5]",67
42,EP00042,NP_NC,NP|NC,31,105,bevel_first_balanced,series_only,3.1736881732940674,"[0.166666667, 44.704489769, 4.75]",[],"[0.166666667, 44.704489769, 4.75]",67
42,EP00042,FN_FL,FN|FL,36,198,agent_sample_35,series_only,2.8977863788604736,"[1.0, 28.180702113, 8.0]",[],"[1.0, 28.180702113, 8.0]",67
43,EP00043,NP_NC,NP|NC,20,75,bevel_first_balanced,series_only,2.7608606815338135,"[0.666666667, 127.225185581, 1.5]",[],"[0.666666667, 127.225185581, 1.5]",67
43,EP00043,FN_FL,FN|FL,30,201,agent_sample_7,series_only,2.7569875717163086,"[0.5, 158.699251041, 4.5]",[],"[0.5, 158.699251041, 4.5]",67
44,EP00044,NP_NC,NP|NC,41,190,wo_first_balanced,series_only,3.470738649368286,"[0.5, 66.150256442, 9.75]",[],"[0.5, 66.150256442, 9.75]",67
44,EP00044,FN_FL,FN|FL,56,407,wo_first_balanced,series_only,3.285299777984619,"[0.5, 174.283776413, 3.5]",[],"[0.5, 174.283776413, 3.5]",67
45,EP00045,NP_NC,NP|NC,35,188,wo_first_balanced,series_only,3.251406669616699,"[0.75, 408.862091737, 14.0]",[],"[0.75, 408.862091737, 14.0]",67
45,EP00045,FN_FL,FN|FL,38,214,agent_sample_11,series_only,2.907315969467163,"[1.0, 41.881041974, 5.5]",[],"[1.0, 41.881041974, 5.5]",67
46,EP00046,NP_NC,NP|NC,15,58,bevel_first_balanced,series_only,2.428321599960327,"[1.5, 122.558962653, 3.5]",[],"[1.5, 122.558962653, 3.5]",67
46,EP00046,FN_FL,FN|FL,9,71,agent_sample_41,series_only,1.892153024673462,"[1.5, 53.697434651, 0.5]",[],"[1.5, 53.697434651, 0.5]",67
47,EP00047,NP_NC,NP|NC,34,177,cut_first_balanced,series_only,3.35713791847229,"[0.25, 324.973393333, 9.916666667]",[],"[0.25, 324.973393333, 9.916666667]",67
47,EP00047,FN_FL,FN|FL,33,202,agent_sample_23,series_only,2.7358853816986084,"[0.0, 103.671227638, 4.0]",[],"[0.0, 103.671227638, 4.0]",67
48,EP00048,NP_NC,NP|NC,28,166,cut_first_balanced,series_only,3.045386791229248,"[0.75, 334.945278959, 23.75]",[],"[0.75, 334.945278959, 23.75]",67
48,EP00048,FN_FL,FN|FL,33,185,bevel_first_balanced,series_only,3.719756603240967,"[0.5, 226.604657297, 6.0]",[],"[0.5, 226.604657297, 6.0]",67
49,EP00049,NP_NC,NP|NC,32,136,cut_first_balanced,series_only,3.340003490447998,"[0.25, 33.831559683, 5.5]",[],"[0.25, 33.831559683, 5.5]",67
49,EP00049,FN_FL,FN|FL,48,249,agent_sample_59,series_only,3.1518609523773193,"[0.5, 101.064413183, 5.5]",[],"[0.5, 101.064413183, 5.5]",67
50,EP00050,NP_NC,NP|NC,15,85,agent_sample_17,series_only,2.184581756591797,"[4.5, 325.417388075, 8.583333333]",[],"[4.5, 325.417388075, 8.583333333]",67
50,EP00050,FN_FL,FN|FL,16,113,agent_sample_2,series_only,1.9234877824783325,"[0.5, 141.238549642, 5.5]",[],"[0.5, 141.238549642, 5.5]",67
51,EP00051,NP_NC,NP|NC,19,68,agent_sample_31,series_only,2.58857798576355,"[0.666666667, 58.823464253, 9.166666667]",[],"[0.666666667, 58.823464253, 9.166666667]",67
51,EP00051,FN_FL,FN|FL,21,149,agent_sample_10,series_only,2.4963021278381348,"[0.5, 44.655590313, 11.0]",[],"[0.5, 44.655590313, 11.0]",67
52,EP00052,NP_NC,NP|NC,42,189,wo_first_balanced,series_only,3.5401206016540527,"[0.5, 142.372179936, 14.166666667]",[],"[0.5, 142.372179936, 14.166666667]",67
52,EP00052,FN_FL,FN|FL,57,353,wo_first_balanced,series_only,3.3701775074005127,"[0.5, 6.736817299, 9.5]",[],"[0.5, 6.736817299, 9.5]",67
53,EP00053,NP_NC,NP|NC,39,177,wo_first_balanced,series_only,3.5512540340423584,"[0.25, 324.615676417, 9.0]",[],"[0.25, 324.615676417, 9.0]",67
53,EP00053,FN_FL,FN|FL,61,362,agent_sample_37,series_only,3.366145610809326,"[0.0, 261.387713743, 3.5]",[],"[0.0, 261.387713743, 3.5]",67
54,EP00054,NP_NC,NP|NC,19,63,wo_first_balanced,series_only,2.733539581298828,"[0.666666667, 160.435085699, 8.0]",[],"[0.666666667, 160.435085699, 8.0]",67
54,EP00054,FN_FL,FN|FL,33,166,agent_sample_22,series_only,2.7076282501220703,"[1.0, 10.660060086, 10.5]",[],"[1.0, 10.660060086, 10.5]",67
55,EP00055,NP_NC,NP|NC,42,213,agent_sample_17,series_only,3.5034422874450684,"[0.25, 245.718968475, 14.25]",[],"[0.25, 245.718968475, 14.25]",67
55,EP00055,FN_FL,FN|FL,52,289,agent_sample_59,series_only,3.2215864658355713,"[0.5, 36.251213037, 8.0]",[],"[0.5, 36.251213037, 8.0]",67
56,EP00056,NP_NC,NP|NC,41,179,wo_first_balanced,series_only,3.258673906326294,"[0.416666667, 148.142364885, 15.5]",[],"[0.416666667, 148.142364885, 15.5]",67
56,EP00056,FN_FL,FN|FL,33,202,agent_sample_45,series_only,2.7713944911956787,"[0.0, 46.397264028, 5.0]",[],"[0.0, 46.397264028, 5.0]",67
57,EP00057,NP_NC,NP|NC,27,139,bevel_first_balanced,series_only,2.7484543323516846,"[0.416666667, 85.854952923, 9.25]",[],"[0.416666667, 85.854952923, 9.25]",67
57,EP00057,FN_FL,FN|FL,25,181,agent_sample_36,series_only,2.650742769241333,"[0.5, 19.717367783, 5.0]",[],"[0.5, 19.717367783, 5.0]",67
58,EP00058,NP_NC,NP|NC,33,147,agent_sample_53,series_only,3.328697919845581,"[0.25, 109.878961054, 17.75]",[],"[0.25, 109.878961054, 17.75]",67
58,EP00058,FN_FL,FN|FL,55,351,wo_first_balanced,series_only,3.329261541366577,"[0.5, 153.995737726, 3.0]",[],"[0.5, 153.995737726, 3.0]",67
59,EP00059,NP_NC,NP|NC,20,93,cut_first_balanced,series_only,2.4639885425567627,"[1.25, 98.418557431, 5.75]",[],"[1.25, 98.418557431, 5.75]",67
59,EP00059,FN_FL,FN|FL,24,162,agent_sample_49,series_only,2.432732105255127,"[1.0, 102.05249826, 9.5]",[],"[1.0, 102.05249826, 9.5]",67
60,EP00060,NP_NC,NP|NC,35,126,wo_first_balanced,series_only,3.210500955581665,"[0.5, 72.959292752, 8.25]",[],"[0.5, 72.959292752, 8.25]",67
60,EP00060,FN_FL,FN|FL,52,374,wo_first_balanced,series_only,3.196199417114258,"[1.0, 461.012815493, 9.0]",[],"[1.0, 461.012815493, 9.0]",67
61,EP00061,NP_NC,NP|NC,10,37,agent_sample_15,series_only,1.4338985681533813,"[0.5, 220.057532744, 5.25]",[],"[0.5, 220.057532744, 5.25]",67
61,EP00061,FN_FL,FN|FL,14,91,wo_first_balanced,series_only,1.9378665685653687,"[1.5, 46.136321629, 5.0]",[],"[1.5, 46.136321629, 5.0]",67
62,EP00062,NP_NC,NP|NC,20,135,agent_sample_24,series_only,2.3914120197296143,"[1.083333333, 342.8577685, 6.416666667]",[],"[1.083333333, 342.8577685, 6.416666667]",67
62,EP00062,FN_FL,FN|FL,25,140,agent_sample_59,series_only,2.4170122146606445,"[1.0, 51.098399598, 3.5]",[],"[1.0, 51.098399598, 3.5]",67
63,EP00063,NP_NC,NP|NC,29,184,wo_first_balanced,series_only,2.752016305923462,"[0.5, 146.039484265, 9.666666667]",[],"[0.5, 146.039484265, 9.666666667]",67
63,EP00063,FN_FL,FN|FL,38,190,cut_first_balanced,series_only,2.9384264945983887,"[1.0, 68.181306105, 3.0]",[],"[1.0, 68.181306105, 3.0]",67
64,EP00064,NP_NC,NP|NC,45,242,wo_first_balanced,series_only,3.371422052383423,"[0.5, 185.071774088, 9.5]",[],"[0.5, 185.071774088, 9.5]",67
64,EP00064,FN_FL,FN|FL,60,356,bevel_first_balanced,series_only,3.576805591583252,"[1.0, 67.786031363, 2.0]",[],"[1.0, 67.786031363, 2.0]",67
65,EP00065,NP_NC,NP|NC,16,88,agent_sample_14,series_only,1.9061715602874756,"[0.75, 260.566054434, 7.75]",[],"[0.75, 260.566054434, 7.75]",67
65,EP00065,FN_FL,FN|FL,21,102,agent_sample_20,series_only,2.2314069271087646,"[0.0, 52.538495841, 2.5]",[],"[0.0, 52.538495841, 2.5]",67
66,EP00066,NP_NC,NP|NC,13,62,agent_sample_36,series_only,1.9091318845748901,"[1.0, 64.026401548, 4.5]",[],"[1.0, 64.026401548, 4.5]",67
66,EP00066,FN_FL,FN|FL,24,167,wo_first_balanced,series_only,2.9203145503997803,"[1.5, 72.694018983, 9.0]",[],"[1.5, 72.694018983, 9.0]",67
67,EP00067,NP_NC,NP|NC,43,199,bevel_first_balanced,series_only,4.428835868835449,"[0.5, 185.658946558, 4.083333333]",[],"[0.5, 185.658946558, 4.083333333]",67
67,EP00067,FN_FL,FN|FL,51,298,agent_sample_59,series_only,3.1622705459594727,"[1.0, 42.665681146, 5.0]",[],"[1.0, 42.665681146, 5.0]",67
68,EP00068,NP_NC,NP|NC,27,151,agent_sample_14,series_only,2.8045196533203125,"[1.75, 117.425941029, 10.5]",[],"[1.75, 117.425941029, 10.5]",67
68,EP00068,FN_FL,FN|FL,39,224,agent_sample_17,series_only,2.9476265907287598,"[1.0, 40.793399391, 10.0]",[],"[1.0, 40.793399391, 10.0]",67
69,EP00069,NP_NC,NP|NC,27,133,agent_sample_9,series_only,2.7934415340423584,"[1.666666667, 185.119304398, 13.75]",[],"[1.666666667, 185.119304398, 13.75]",67
69,EP00069,FN_FL,FN|FL,46,292,wo_first_balanced,series_only,3.0299105644226074,"[0.0, 176.772992798, 2.0]",[],"[0.0, 176.772992798, 2.0]",67
70,EP00070,NP_NC,NP|NC,42,221,bevel_first_balanced,series_only,3.4613049030303955,"[0.75, 202.66476298, 2.833333333]",[],"[0.75, 202.66476298, 2.833333333]",67
70,EP00070,FN_FL,FN|FL,55,359,cut_first_balanced,series_only,3.2420175075531006,"[0.5, 36.526155809, 7.5]",[],"[0.5, 36.526155809, 7.5]",67
71,EP00071,NP_NC,NP|NC,18,94,agent_sample_16,series_only,2.092984437942505,"[1.0, 219.015975499, 6.666666667]",[],"[1.0, 219.015975499, 6.666666667]",67
71,EP00071,FN_FL,FN|FL,25,162,agent_sample_56,series_only,2.458914041519165,"[0.0, 34.533159306, 9.5]",[],"[0.0, 34.533159306, 9.5]",67
72,EP00072,NP_NC,NP|NC,33,145,agent_sample_37,series_only,2.916262626647949,"[0.333333333, 240.201090028, 12.666666667]",[],"[0.333333333, 240.201090028, 12.666666667]",67
72,EP00072,FN_FL,FN|FL,49,291,bevel_first_balanced,series_only,3.8260276317596436,"[0.5, 91.155820374, 3.5]",[],"[0.5, 91.155820374, 3.5]",67
73,EP00073,NP_NC,NP|NC,33,133,cut_first_balanced,series_only,3.1992344856262207,"[0.25, 272.384913616, 7.75]",[],"[0.25, 272.384913616, 7.75]",67
73,EP00073,FN_FL,FN|FL,47,282,agent_sample_63,series_only,3.1496708393096924,"[1.0, 33.37989604, 3.0]",[],"[1.0, 33.37989604, 3.0]",67
74,EP00074,NP_NC,NP|NC,20,91,wo_first_balanced,series_only,2.3313581943511963,"[0.5, 142.128672987, 5.416666667]",[],"[0.5, 142.128672987, 5.416666667]",67
74,EP00074,FN_FL,FN|FL,26,159,agent_sample_25,series_only,2.5647008419036865,"[0.5, 112.810043649, 6.5]",[],"[0.5, 112.810043649, 6.5]",67
75,EP00075,NP_NC,NP|NC,15,62,agent_sample_10,series_only,1.6810365915298462,"[0.333333333, 163.753308461, 4.75]",[],"[0.333333333, 163.753308461, 4.75]",67
75,EP00075,FN_FL,FN|FL,16,107,agent_sample_17,series_only,1.9998679161071777,"[0.5, 61.984816727, 3.0]",[],"[0.5, 61.984816727, 3.0]",67
76,EP00076,NP_NC,NP|NC,17,66,cut_first_balanced,series_only,1.9403412342071533,"[0.833333333, 37.682976882, 4.416666667]",[],"[0.833333333, 37.682976882, 4.416666667]",67
76,EP00076,FN_FL,FN|FL,28,150,cut_first_balanced,series_only,2.5725722312927246,"[0.0, 37.636022258, 2.0]",[],"[0.0, 37.636022258, 2.0]",67
77,EP00077,NP_NC,NP|NC,13,59,agent_sample_5,series_only,1.853086233139038,"[0.75, 148.717109985, 3.416666667]",[],"[0.75, 148.717109985, 3.416666667]",67
77,EP00077,FN_FL,FN|FL,19,119,agent_sample_23,series_only,2.1800503730773926,"[0.5, 19.253138287, 0.5]",[],"[0.5, 19.253138287, 0.5]",67
78,EP00078,NP_NC,NP|NC,26,144,agent_sample_40,series_only,2.7896180152893066,"[0.75, 143.214667838, 5.75]",[],"[0.75, 143.214667838, 5.75]",67
78,EP00078,FN_FL,FN|FL,20,95,agent_sample_16,series_only,2.2888343334198,"[0.5, 18.580851218, 3.5]",[],"[0.5, 18.580851218, 3.5]",67
79,EP00079,NP_NC,NP|NC,15,56,agent_sample_18,series_only,2.2591724395751953,"[0.25, 37.251040502, 5.75]",[],"[0.25, 37.251040502, 5.75]",67
